order_id,order_date,region,category,sales_channel,quantity,unit_price,gross_sales,discount,net_sales,category_value,error_code,is_valid,gross_sales_fixed,net_sales_fixed,diff_gross
1122,2023-09-09,North,Sports,Store,7.0,139.5,976.5,0.33,654.2549999999999,VALID,NONE,True,976.5,654.2549999999999,0.0
1123,2023-05-28,Central,Clothing,Marketplace,3.0,665.43,1996.29,0.32,1357.4771999999998,VALID,NONE,True,1996.29,1357.4771999999998,0.0
1125,2023-02-01,South,Sports,Online,12.0,409.03,4908.36,0.08,4515.6912,VALID,NONE,True,4908.36,4515.6912,0.0
1126,2023-03-04,Central,Electronics,Online,13.0,135.76,1764.88,0.07,1641.3384,VALID,NONE,True,1764.8799999999999,1641.3383999999999,-2.2737367544323206e-13
1128,2023-05-28,East,Electronics,Store,9.0,56.61,509.49,0.3,356.643,VALID,NONE,True,509.49,356.643,0.0
1130,2024-06-15,North,Beauty,Online,9.0,571.49,5143.41,0.08,4731.9372,VALID,NONE,True,5143.41,4731.9372,0.0
1132,2023-10-25,North,Electronics,Marketplace,13.0,129.19,1679.47,0.06,1578.7018,VALID,NONE,True,1679.47,1578.7018,0.0
1133,2024-11-26,Central,Beauty,Marketplace,5.0,258.2,1291.0,0.09,1174.81,VALID,NONE,True,1291.0,1174.81,0.0
1135,2024-11-07,Central,Clothing,Store,13.0,488.65,6352.45,0.1,5717.205,VALID,NONE,True,6352.45,5717.205,0.0
1139,2024-09-02,East,Electronics,Online,2.0,435.73,871.46,0.09,793.0286000000001,VALID,NONE,True,871.46,793.0286000000001,0.0
1140,2023-06-04,South,Sports,Online,9.0,95.55,859.9499999999999,0.16,722.358,VALID,NONE,True,859.9499999999999,722.358,0.0
1141,2023-04-03,North,Clothing,Store,9.0,370.45,3334.05,0.06,3134.007,VALID,NONE,True,3334.0499999999997,3134.0069999999996,-4.547473508864641e-13
1142,2024-03-31,South,Sports,Store,6.0,665.94,3995.64,0.08,3675.988800000001,VALID,NONE,True,3995.6400000000003,3675.9888000000005,4.547473508864641e-13
1143,2024-12-19,West,Home,Online,12.0,658.51,7902.12,0.27,5768.5476,VALID,NONE,True,7902.12,5768.5476,0.0
1145,2023-03-30,South,Electronics,Marketplace,7.0,215.56,1508.92,0.18,1237.3144000000002,VALID,NONE,True,1508.92,1237.3144000000002,0.0
1146,2024-02-06,South,Electronics,Marketplace,2.0,641.57,1283.14,0.3,898.198,VALID,NONE,True,1283.14,898.198,0.0
1147,2024-02-10,Central,Electronics,Online,1.0,259.56,259.56,0.07,241.3908,VALID,NONE,True,259.56,241.39079999999998,0.0
1148,2023-12-14,East,Electronics,Marketplace,5.0,594.63,2973.15,0.03,2883.9555,VALID,NONE,True,2973.15,2883.9555,0.0
1150,2024-07-02,West,Home,Marketplace,4.0,641.5,2566.0,0.26,1898.84,VALID,NONE,True,2566.0,1898.84,0.0
1151,2024-01-27,East,Home,Marketplace,14.0,43.32,606.48,0.13,527.6376,VALID,NONE,True,606.48,527.6376,0.0
1153,2024-09-25,North,Clothing,Marketplace,9.0,317.6,2858.4,0.14,2458.224,VALID,NONE,True,2858.4,2458.224,0.0
1154,2023-06-09,North,Beauty,Store,8.0,312.9,2503.2,0.01,2478.168,VALID,NONE,True,2503.2,2478.1679999999997,0.0
1155,2024-06-16,West,Sports,Online,1.0,582.37,582.37,0.02,570.7225999999999,VALID,NONE,True,582.37,570.7225999999999,0.0
1156,2023-05-07,West,Clothing,Store,1.0,520.73,520.73,0.1,468.657,VALID,NONE,True,520.73,468.65700000000004,0.0
1157,2023-11-01,East,Electronics,Online,9.0,493.16,4438.4400000000005,0.26,3284.4456000000005,VALID,NONE,True,4438.4400000000005,3284.4456000000005,0.0
1158,2023-04-04,North,Clothing,Marketplace,5.0,203.4,1017.0,0.05,966.15,VALID,NONE,True,1017.0,966.15,0.0
1159,2023-11-30,South,Sports,Marketplace,12.0,206.95,2483.4,0.24,1887.384,VALID,NONE,True,2483.3999999999996,1887.3839999999998,-4.547473508864641e-13
1160,2024-09-05,South,Electronics,Marketplace,13.0,235.15,3056.9500000000003,0.05,2904.1025,VALID,NONE,True,3056.9500000000003,2904.1025,0.0
1164,2024-12-12,Central,Clothing,Marketplace,1.0,240.63,240.63,0.23,185.2851,VALID,NONE,True,240.63,185.2851,0.0
1165,2024-01-08,North,Sports,Store,7.0,265.62,1859.34,0.28,1338.7248,VALID,NONE,True,1859.3400000000001,1338.7248,2.2737367544323206e-13
1168,2023-04-26,West,Home,Store,8.0,500.01,4000.08,0.22,3120.0624000000003,VALID,NONE,True,4000.08,3120.0624000000003,0.0
1171,2023-10-26,South,Electronics,Store,14.0,161.29,2258.06,0.29,1603.2225999999998,VALID,NONE,True,2258.06,1603.2225999999998,0.0
1173,2023-06-26,Central,Electronics,Marketplace,6.0,313.49,1880.94,0.32,1279.0392,VALID,NONE,True,1880.94,1279.0392,0.0
1174,2024-06-15,Central,Sports,Marketplace,4.0,72.11,288.44,0.35,187.486,VALID,NONE,True,288.44,187.48600000000002,0.0
1175,2023-02-02,West,Home,Marketplace,2.0,305.19,610.38,0.27,445.5774,VALID,NONE,True,610.38,445.5774,0.0
1176,2023-09-19,West,Electronics,Store,11.0,488.14,5369.54,0.27,3919.7642,VALID,NONE,True,5369.54,3919.7642,0.0
1177,2024-01-31,East,Beauty,Online,4.0,435.25,1741.0,0.17,1445.03,VALID,NONE,True,1741.0,1445.03,0.0
1179,2024-02-26,South,Sports,Store,14.0,137.72,1928.08,0.34,1272.5327999999995,VALID,NONE,True,1928.08,1272.5327999999997,0.0
1180,2023-04-10,Central,Sports,Store,4.0,471.6,1886.4,0.11,1678.8960000000002,VALID,NONE,True,1886.4,1678.8960000000002,0.0
1181,2024-01-13,South,Beauty,Online,8.0,498.93,3991.44,0.29,2833.9224,VALID,NONE,True,3991.44,2833.9224,0.0
1182,2023-06-07,North,Sports,Store,3.0,222.69,668.0699999999999,0.34,440.9261999999999,VALID,NONE,True,668.0699999999999,440.9261999999999,0.0
1183,2024-10-19,West,Home,Online,5.0,415.15,2075.75,0.3,1453.025,VALID,NONE,True,2075.75,1453.0249999999999,0.0
1184,2024-01-18,East,Sports,Marketplace,4.0,397.06,1588.24,0.16,1334.1216,VALID,NONE,True,1588.24,1334.1216,0.0
1185,2023-01-28,Central,Sports,Online,1.0,75.39,75.39,0.2,60.312000000000005,VALID,NONE,True,75.39,60.312000000000005,0.0
1186,2024-08-09,South,Clothing,Store,9.0,599.16,5392.44,0.0,5392.44,VALID,NONE,True,5392.44,5392.44,0.0
1188,2023-07-09,East,Home,Online,4.0,120.01,480.04,0.26,355.2296,VALID,NONE,True,480.04,355.2296,0.0
1190,2024-08-11,East,Home,Marketplace,1.0,497.79,497.79,0.27,363.3867,VALID,NONE,True,497.79,363.3867,0.0
1191,2023-06-29,North,Beauty,Store,2.0,407.74,815.48,0.23,627.9196000000001,VALID,NONE,True,815.48,627.9196000000001,0.0
1192,2023-05-25,East,Sports,Online,9.0,524.67,4722.03,0.2,3777.624,VALID,NONE,True,4722.03,3777.624,0.0
1194,2024-03-17,South,Home,Store,11.0,78.85,867.3499999999999,0.3,607.1449999999999,VALID,NONE,True,867.3499999999999,607.1449999999999,0.0
1195,2023-10-04,North,Beauty,Marketplace,8.0,495.58,3964.64,0.03,3845.7008,VALID,NONE,True,3964.64,3845.7007999999996,0.0
1196,2024-05-03,South,Beauty,Store,12.0,77.17,926.04,0.22,722.3112,VALID,NONE,True,926.04,722.3112,0.0
1197,2023-04-15,South,Sports,Marketplace,3.0,61.52,184.56,0.16,155.0304,VALID,NONE,True,184.56,155.0304,0.0
1198,2024-12-11,Central,Electronics,Online,4.0,126.28,505.12,0.16,424.3008,VALID,NONE,True,505.12,424.3008,0.0
1199,2023-08-08,West,Clothing,Online,2.0,508.12,1016.24,0.3,711.3679999999999,VALID,NONE,True,1016.24,711.3679999999999,0.0
1200,2024-10-11,East,Home,Online,6.0,112.67,676.02,0.09,615.1782000000001,VALID,NONE,True,676.02,615.1782000000001,0.0
1201,2024-02-13,East,Beauty,Marketplace,8.0,627.68,5021.44,0.04,4820.582399999999,VALID,NONE,True,5021.44,4820.582399999999,0.0
1202,2023-01-19,North,Electronics,Store,9.0,491.65,4424.849999999999,0.15,3761.1225,VALID,NONE,True,4424.849999999999,3761.1224999999995,0.0
1204,2023-04-02,West,Sports,Store,9.0,612.83,5515.47,0.2,4412.376,VALID,NONE,True,5515.47,4412.376,0.0
1205,2023-06-27,North,Beauty,Marketplace,7.0,650.32,4552.240000000001,0.15,3869.404000000001,VALID,NONE,True,4552.240000000001,3869.4040000000005,0.0
1206,2023-12-04,West,Clothing,Store,12.0,699.25,8391.0,0.25,6293.25,VALID,NONE,True,8391.0,6293.25,0.0
1208,2023-12-23,South,Clothing,Online,14.0,244.09,3417.26,0.02,3348.9148,VALID,NONE,True,3417.26,3348.9148,0.0
1209,2023-09-25,East,Beauty,Online,10.0,324.88,3248.8,0.22,2534.0640000000003,VALID,NONE,True,3248.8,2534.0640000000003,0.0
1210,2024-12-07,East,Sports,Marketplace,2.0,512.46,1024.92,0.21,809.6868000000001,VALID,NONE,True,1024.92,809.6868000000001,0.0
1212,2023-05-06,North,Sports,Marketplace,10.0,76.16,761.5999999999999,0.27,555.968,VALID,NONE,True,761.5999999999999,555.968,0.0
1214,2023-09-02,South,Beauty,Store,2.0,654.27,1308.54,0.33,876.7217999999999,VALID,NONE,True,1308.54,876.7217999999999,0.0
1216,2023-12-05,South,Electronics,Marketplace,11.0,582.46,6407.06,0.25,4805.295,VALID,NONE,True,6407.06,4805.295,0.0
1217,2023-08-24,Central,Electronics,Online,1.0,81.09,81.09,0.11,72.1701,VALID,NONE,True,81.09,72.1701,0.0
1218,2024-06-06,Central,Sports,Store,11.0,7.52,82.72,0.1,74.44800000000001,VALID,NONE,True,82.72,74.44800000000001,0.0
1220,2024-11-25,North,Sports,Online,4.0,135.98,543.92,0.29,386.1832,VALID,NONE,True,543.92,386.18319999999994,0.0
1221,2023-09-24,South,Sports,Store,3.0,572.33,1716.9900000000002,0.02,1682.6502000000005,VALID,NONE,True,1716.9900000000002,1682.6502000000003,0.0
1222,2023-05-25,West,Electronics,Marketplace,5.0,285.08,1425.4,0.24,1083.304,VALID,NONE,True,1425.3999999999999,1083.3039999999999,-2.2737367544323206e-13
1225,2023-12-03,West,Home,Online,5.0,497.87,2489.35,0.29,1767.4384999999995,VALID,NONE,True,2489.35,1767.4384999999997,0.0
1226,2023-01-12,West,Beauty,Store,13.0,339.31,4411.03,0.03,4278.6991,VALID,NONE,True,4411.03,4278.6991,0.0
1231,2024-04-24,Central,Electronics,Online,3.0,695.36,2086.08,0.14,1794.0287999999998,VALID,NONE,True,2086.08,1794.0287999999998,0.0
1232,2023-12-18,Central,Clothing,Store,8.0,515.66,4125.28,0.17,3423.9823999999994,VALID,NONE,True,4125.28,3423.9823999999994,0.0
1233,2023-09-18,North,Beauty,Store,14.0,151.3,2118.2000000000003,0.07,1969.926,VALID,NONE,True,2118.2000000000003,1969.9260000000002,0.0
1234,2024-04-09,North,Electronics,Store,6.0,270.12,1620.72,0.24,1231.7472,VALID,NONE,True,1620.72,1231.7472,0.0
1236,2024-08-18,East,Clothing,Store,12.0,223.52,2682.24,0.21,2118.9696000000004,VALID,NONE,True,2682.2400000000002,2118.9696000000004,4.547473508864641e-13
1237,2024-03-25,South,Sports,Store,3.0,575.99,1727.97,0.2,1382.3760000000002,VALID,NONE,True,1727.97,1382.3760000000002,0.0
1238,2024-12-15,North,Clothing,Online,14.0,420.1,5881.400000000001,0.29,4175.794,VALID,NONE,True,5881.400000000001,4175.794,0.0
1239,2024-09-20,East,Sports,Online,8.0,193.14,1545.12,0.07,1436.9616,VALID,NONE,True,1545.12,1436.9615999999999,0.0
1240,2024-08-08,South,Home,Online,13.0,587.63,7639.19,0.17,6340.5277,VALID,NONE,True,7639.19,6340.5277,0.0
1241,2024-05-27,West,Clothing,Store,9.0,107.37,966.33,0.3,676.431,VALID,NONE,True,966.33,676.431,0.0
1243,2023-08-12,Central,Sports,Store,11.0,60.37,664.0699999999999,0.27,484.77109999999993,VALID,NONE,True,664.0699999999999,484.77109999999993,0.0
1244,2024-12-08,North,Home,Online,11.0,186.37,2050.07,0.14,1763.0602,VALID,NONE,True,2050.07,1763.0602000000001,0.0
1246,2023-01-30,West,Home,Marketplace,7.0,95.32,667.24,0.15,567.154,VALID,NONE,True,667.24,567.154,0.0
1248,2024-05-02,South,Electronics,Marketplace,12.0,70.27,843.24,0.06,792.6456,VALID,NONE,True,843.24,792.6456,0.0
1249,2023-03-02,West,Clothing,Store,14.0,412.03,5768.42,0.32,3922.5256,VALID,NONE,True,5768.42,3922.5255999999995,0.0
1250,2023-06-29,West,Sports,Online,6.0,684.92,4109.52,0.28,2958.8544,VALID,NONE,True,4109.5199999999995,2958.8543999999997,-9.094947017729282e-13
1252,2024-10-17,North,Beauty,Online,11.0,40.96,450.56,0.16,378.4704,VALID,NONE,True,450.56,378.4704,0.0
1253,2024-02-23,West,Sports,Online,3.0,447.2,1341.6,0.19,1086.696,VALID,NONE,True,1341.6,1086.696,0.0
1254,2024-10-30,Central,Clothing,Online,8.0,249.16,1993.28,0.34,1315.5648,VALID,NONE,True,1993.28,1315.5647999999999,0.0
1255,2023-12-06,South,Electronics,Store,14.0,526.81,7375.339999999999,0.21,5826.518599999999,VALID,NONE,True,7375.339999999999,5826.518599999999,0.0
1256,2024-10-30,South,Sports,Online,3.0,118.97,356.91,0.31,246.2679,VALID,NONE,True,356.90999999999997,246.26789999999997,-5.684341886080802e-14
1257,2023-09-30,West,Beauty,Marketplace,11.0,614.91,6764.009999999999,0.15,5749.4085,VALID,NONE,True,6764.009999999999,5749.4085,0.0
1258,2024-03-04,East,Home,Marketplace,11.0,385.95,4245.45,0.05,4033.1775,VALID,NONE,True,4245.45,4033.1775,0.0
1259,2023-02-24,North,Home,Online,7.0,306.22,2143.54,0.27,1564.7841999999998,VALID,NONE,True,2143.54,1564.7841999999998,0.0
1260,2023-10-20,East,Electronics,Marketplace,11.0,602.77,6630.469999999999,0.1,5967.423,VALID,NONE,True,6630.469999999999,5967.423,0.0
1261,2024-08-21,North,Clothing,Marketplace,2.0,663.74,1327.48,0.32,902.6864,VALID,NONE,True,1327.48,902.6863999999999,0.0
1262,2023-01-15,South,Home,Marketplace,7.0,394.58,2762.06,0.07,2568.7158,VALID,NONE,True,2762.06,2568.7158,0.0
1263,2024-02-24,East,Beauty,Store,13.0,510.59,6637.67,0.1,5973.903,VALID,NONE,True,6637.67,5973.903,0.0
1264,2023-04-21,South,Clothing,Online,11.0,341.29,3754.19,0.21,2965.8101,VALID,NONE,True,3754.19,2965.8101,0.0
1268,2023-02-16,Central,Electronics,Marketplace,10.0,105.1,1051.0,0.27,767.23,VALID,NONE,True,1051.0,767.23,0.0
1269,2023-12-01,North,Clothing,Marketplace,1.0,304.61,304.61,0.2,243.688,VALID,NONE,True,304.61,243.68800000000002,0.0
1270,2023-06-07,Central,Clothing,Marketplace,8.0,548.29,4386.32,0.03,4254.7304,VALID,NONE,True,4386.32,4254.7303999999995,0.0
1272,2023-07-02,Central,Beauty,Store,14.0,295.62,4138.68,0.15,3517.878,VALID,NONE,True,4138.68,3517.878,0.0
1273,2023-02-20,Central,Sports,Marketplace,2.0,29.56,59.12,0.07,54.98159999999999,VALID,NONE,True,59.12,54.98159999999999,0.0
1274,2024-09-02,East,Electronics,Marketplace,6.0,413.39,2480.34,0.02,2430.7332,VALID,NONE,True,2480.34,2430.7332,0.0
1276,2024-01-17,West,Sports,Store,13.0,445.93,5797.09,0.08,5333.3228,VALID,NONE,True,5797.09,5333.3228,0.0
1278,2023-01-29,North,Sports,Marketplace,3.0,560.1,1680.3000000000002,0.04,1613.0880000000002,VALID,NONE,True,1680.3000000000002,1613.0880000000002,0.0
1279,2023-09-11,South,Electronics,Online,2.0,428.8,857.6,0.07,797.568,VALID,NONE,True,857.6,797.568,0.0
1280,2024-04-03,East,Beauty,Store,5.0,610.39,3051.95,0.21,2411.0405,VALID,NONE,True,3051.95,2411.0405,0.0
1281,2023-01-24,East,Sports,Store,2.0,563.18,1126.36,0.26,833.5063999999999,VALID,NONE,True,1126.36,833.5063999999999,0.0
1282,2024-06-09,Central,Home,Store,14.0,361.31,5058.34,0.18,4147.8388,VALID,NONE,True,5058.34,4147.8388,0.0
1284,2024-09-07,West,Home,Store,1.0,578.2,578.2,0.13,503.0340000000001,VALID,NONE,True,578.2,503.03400000000005,0.0
1285,2023-03-03,North,Sports,Store,5.0,482.46,2412.3,0.18,1978.086,VALID,NONE,True,2412.2999999999997,1978.086,-4.547473508864641e-13
1286,2023-09-30,East,Clothing,Marketplace,11.0,566.66,6233.259999999999,0.26,4612.612399999999,VALID,NONE,True,6233.259999999999,4612.612399999999,0.0
1287,2023-09-04,South,Electronics,Marketplace,6.0,329.7,1978.2,0.35,1285.83,VALID,NONE,True,1978.1999999999998,1285.83,-2.2737367544323206e-13
1289,2023-09-21,North,Electronics,Marketplace,10.0,9.04,90.4,0.28,65.088,VALID,NONE,True,90.39999999999999,65.088,-1.4210854715202004e-14
1290,2024-08-10,West,Electronics,Store,6.0,170.88,1025.28,0.01,1015.0272,VALID,NONE,True,1025.28,1015.0272,0.0
1294,2024-10-07,Central,Electronics,Store,6.0,529.93,3179.58,0.26,2352.8892,VALID,NONE,True,3179.58,2352.8892,0.0
1297,2023-09-07,North,Sports,Online,1.0,587.59,587.59,0.35,381.9335,VALID,NONE,True,587.59,381.93350000000004,0.0
1298,2024-07-16,West,Electronics,Store,9.0,488.08,4392.72,0.07,4085.2296,VALID,NONE,True,4392.72,4085.2296,0.0
1299,2024-02-18,South,Electronics,Marketplace,1.0,152.79,152.79,0.25,114.5925,VALID,NONE,True,152.79,114.5925,0.0
1301,2023-12-24,North,Electronics,Online,10.0,622.42,6224.2,0.29,4419.182,VALID,NONE,True,6224.2,4419.182,0.0
1302,2023-02-02,Central,Home,Online,9.0,524.15,4717.349999999999,0.06,4434.308999999999,VALID,NONE,True,4717.349999999999,4434.308999999999,0.0
1303,2024-12-30,East,Clothing,Marketplace,8.0,189.77,1518.16,0.02,1487.7968,VALID,NONE,True,1518.16,1487.7968,0.0
1304,2024-03-03,West,Home,Marketplace,11.0,417.71,4594.81,0.11,4089.3809,VALID,NONE,True,4594.8099999999995,4089.3808999999997,-9.094947017729282e-13
1305,2023-03-31,West,Beauty,Marketplace,14.0,592.61,8296.54,0.0,8296.54,VALID,NONE,True,8296.54,8296.54,0.0
1307,2023-04-22,East,Clothing,Marketplace,3.0,194.85,584.55,0.23,450.1035,VALID,NONE,True,584.55,450.1035,0.0
1313,2024-05-02,East,Clothing,Marketplace,10.0,493.74,4937.4,0.3,3456.1799999999994,VALID,NONE,True,4937.4,3456.1799999999994,0.0
1314,2023-11-05,West,Electronics,Marketplace,10.0,222.38,2223.8,0.15,1890.23,VALID,NONE,True,2223.8,1890.23,0.0
1315,2024-02-27,North,Sports,Store,1.0,114.97,114.97,0.09,104.6227,VALID,NONE,True,114.97,104.62270000000001,0.0
1316,2024-06-03,Central,Home,Online,2.0,530.44,1060.88,0.1,954.792,VALID,NONE,True,1060.88,954.7920000000001,0.0
1319,2024-09-22,South,Electronics,Marketplace,3.0,327.4,982.2,0.29,697.362,VALID,NONE,True,982.1999999999999,697.362,-1.1368683772161603e-13
1320,2023-01-22,North,Electronics,Marketplace,3.0,106.06,318.18,0.26,235.4532,VALID,NONE,True,318.18,235.4532,0.0
1321,2024-04-03,South,Electronics,Marketplace,11.0,43.85,482.35,0.23,371.4095,VALID,NONE,True,482.35,371.40950000000004,0.0
1322,2024-09-12,East,Electronics,Store,7.0,324.98,2274.86,0.07,2115.6198,VALID,NONE,True,2274.86,2115.6198,0.0
1323,2024-04-16,North,Sports,Marketplace,6.0,428.79,2572.74,0.13,2238.2838,VALID,NONE,True,2572.7400000000002,2238.2838,4.547473508864641e-13
1325,2024-09-13,Central,Beauty,Online,6.0,632.6,3795.6,0.16,3188.304,VALID,NONE,True,3795.6000000000004,3188.304,4.547473508864641e-13
1326,2024-01-31,North,Home,Online,3.0,595.35,1786.0500000000002,0.3,1250.235,VALID,NONE,True,1786.0500000000002,1250.2350000000001,0.0
1330,2023-03-03,Central,Electronics,Marketplace,12.0,223.88,2686.56,0.17,2229.8448,VALID,NONE,True,2686.56,2229.8448,0.0
1331,2023-07-30,South,Beauty,Marketplace,14.0,300.4,4205.599999999999,0.19,3406.536,VALID,NONE,True,4205.599999999999,3406.5359999999996,0.0
1333,2024-01-28,South,Clothing,Online,3.0,54.15,162.45,0.16,136.458,VALID,NONE,True,162.45,136.458,0.0
1334,2024-03-16,North,Electronics,Online,5.0,649.02,3245.1,0.29,2304.021,VALID,NONE,True,3245.1,2304.0209999999997,0.0
1336,2023-02-07,South,Home,Marketplace,9.0,50.34,453.06000000000006,0.27,330.73380000000003,VALID,NONE,True,453.06000000000006,330.73380000000003,0.0
1337,2024-12-26,East,Sports,Store,11.0,299.51,3294.61,0.23,2536.8497,VALID,NONE,True,3294.6099999999997,2536.8496999999998,-4.547473508864641e-13
1338,2024-12-15,East,Clothing,Store,12.0,208.44,2501.28,0.33,1675.8575999999996,VALID,NONE,True,2501.2799999999997,1675.8575999999996,-4.547473508864641e-13
1340,2024-05-12,South,Electronics,Store,5.0,596.67,2983.35,0.17,2476.1805,VALID,NONE,True,2983.35,2476.1805,0.0
1343,2023-11-25,East,Beauty,Marketplace,5.0,149.5,747.5,0.21,590.525,VALID,NONE,True,747.5,590.525,0.0
1350,2024-05-17,East,Clothing,Store,12.0,566.07,6792.84,0.11,6045.6276,VALID,NONE,True,6792.84,6045.6276,0.0
1351,2023-02-26,Central,Clothing,Online,3.0,606.04,1818.12,0.24,1381.7712,VALID,NONE,True,1818.12,1381.7712,0.0
1352,2024-08-24,East,Clothing,Marketplace,14.0,529.24,7409.360000000001,0.06,6964.798400000001,VALID,NONE,True,7409.360000000001,6964.798400000001,0.0
1353,2024-10-24,West,Home,Store,8.0,652.79,5222.32,0.34,3446.7311999999997,VALID,NONE,True,5222.32,3446.7311999999993,0.0
1356,2023-04-20,Central,Beauty,Online,1.0,146.77,146.77,0.23,113.01290000000002,VALID,NONE,True,146.77,113.01290000000002,0.0
1358,2024-08-19,North,Electronics,Store,4.0,294.82,1179.28,0.06,1108.5232,VALID,NONE,True,1179.28,1108.5231999999999,0.0
1360,2023-06-28,South,Electronics,Marketplace,5.0,531.85,2659.25,0.28,1914.66,VALID,NONE,True,2659.25,1914.6599999999999,0.0
1361,2023-02-21,East,Clothing,Online,7.0,525.29,3677.03,0.13,3199.0161,VALID,NONE,True,3677.0299999999997,3199.0161,-4.547473508864641e-13
1362,2023-02-24,West,Sports,Marketplace,4.0,111.06,444.24,0.28,319.8528,VALID,NONE,True,444.24,319.8528,0.0
1363,2024-02-06,Central,Home,Marketplace,5.0,375.09,1875.45,0.19,1519.1145,VALID,NONE,True,1875.4499999999998,1519.1145,-2.2737367544323206e-13
1365,2023-06-20,West,Home,Store,9.0,311.42,2802.78,0.08,2578.5576,VALID,NONE,True,2802.78,2578.5576,0.0
1366,2023-11-09,West,Clothing,Online,10.0,105.54,1055.4,0.27,770.442,VALID,NONE,True,1055.4,770.442,0.0
1368,2024-08-22,Central,Home,Store,2.0,676.98,1353.96,0.33,907.1532,VALID,NONE,True,1353.96,907.1532,0.0
1371,2023-10-30,West,Electronics,Store,9.0,203.2,1828.8,0.02,1792.224,VALID,NONE,True,1828.8,1792.224,0.0
1372,2023-03-17,Central,Home,Marketplace,10.0,690.72,6907.200000000001,0.28,4973.184,VALID,NONE,True,6907.200000000001,4973.184,0.0
1373,2024-06-26,West,Electronics,Store,11.0,150.14,1651.54,0.24,1255.1704,VALID,NONE,True,1651.54,1255.1704,0.0
1374,2024-03-12,South,Clothing,Online,2.0,145.89,291.78,0.12,256.7664,VALID,NONE,True,291.78,256.7664,0.0
1375,2023-01-15,South,Sports,Store,1.0,612.14,612.14,0.34,404.0124,VALID,NONE,True,612.14,404.01239999999996,0.0
1376,2023-03-05,East,Beauty,Marketplace,6.0,160.9,965.4,0.07,897.822,VALID,NONE,True,965.4000000000001,897.822,1.1368683772161603e-13
1377,2023-08-28,South,Clothing,Online,12.0,60.86,730.3199999999999,0.08,671.8944,VALID,NONE,True,730.3199999999999,671.8944,0.0
1378,2024-12-22,West,Electronics,Marketplace,6.0,299.55,1797.3000000000002,0.27,1312.029,VALID,NONE,True,1797.3000000000002,1312.029,0.0
1379,2024-04-14,Central,Electronics,Store,3.0,689.92,2069.76,0.05,1966.272,VALID,NONE,True,2069.7599999999998,1966.2719999999997,-4.547473508864641e-13
1380,2023-06-07,South,Beauty,Online,11.0,68.35,751.8499999999999,0.27,548.8504999999999,VALID,NONE,True,751.8499999999999,548.8504999999999,0.0
1384,2024-01-21,West,Electronics,Store,10.0,225.61,2256.1000000000004,0.31,1556.709,VALID,NONE,True,2256.1000000000004,1556.709,0.0
1385,2023-02-09,East,Clothing,Store,4.0,330.1,1320.4,0.15,1122.34,VALID,NONE,True,1320.4,1122.3400000000001,0.0
1386,2024-08-18,Central,Home,Store,4.0,334.93,1339.72,0.17,1111.9676,VALID,NONE,True,1339.72,1111.9676,0.0
1387,2023-02-26,West,Clothing,Marketplace,3.0,243.57,730.71,0.24,555.3396,VALID,NONE,True,730.71,555.3396,0.0
1388,2023-04-24,Central,Clothing,Store,2.0,690.98,1381.96,0.16,1160.8464,VALID,NONE,True,1381.96,1160.8464,0.0
1389,2024-09-27,West,Home,Marketplace,6.0,251.78,1510.68,0.08,1389.8256,VALID,NONE,True,1510.68,1389.8256000000001,0.0
1390,2023-02-08,South,Electronics,Online,12.0,91.52,1098.24,0.31,757.7855999999999,VALID,NONE,True,1098.24,757.7855999999999,0.0
1391,2023-09-06,Central,Clothing,Store,5.0,81.71,408.55,0.32,277.814,VALID,NONE,True,408.54999999999995,277.81399999999996,-5.684341886080802e-14
1393,2023-09-10,East,Home,Online,6.0,59.43,356.58,0.3,249.606,VALID,NONE,True,356.58,249.60599999999997,0.0
1394,2024-09-08,West,Clothing,Online,7.0,184.11,1288.77,0.18,1056.7914,VALID,NONE,True,1288.77,1056.7914,0.0
1396,2024-09-27,East,Sports,Store,3.0,118.61,355.83,0.22,277.5474,VALID,NONE,True,355.83,277.5474,0.0
1397,2023-10-22,East,Clothing,Marketplace,8.0,641.84,5134.72,0.23,3953.7344,VALID,NONE,True,5134.72,3953.7344000000003,0.0
1398,2024-02-07,West,Sports,Marketplace,3.0,435.81,1307.43,0.02,1281.2814,VALID,NONE,True,1307.43,1281.2814,0.0
1399,2024-08-21,North,Home,Store,6.0,71.82,430.92,0.26,318.8808,VALID,NONE,True,430.91999999999996,318.88079999999997,-5.684341886080802e-14
1400,2023-07-30,Central,Home,Marketplace,5.0,546.62,2733.1,0.22,2131.818,VALID,NONE,True,2733.1,2131.818,0.0
1401,2023-09-27,West,Electronics,Online,13.0,473.71,6158.23,0.12,5419.2424,VALID,NONE,True,6158.23,5419.2424,0.0
1402,2024-03-04,West,Home,Online,12.0,392.51,4710.12,0.08,4333.3104,VALID,NONE,True,4710.12,4333.3104,0.0
1403,2024-06-03,Central,Sports,Store,9.0,140.4,1263.6,0.2,1010.88,VALID,NONE,True,1263.6000000000001,1010.8800000000001,2.2737367544323206e-13
1404,2023-11-01,Central,Electronics,Store,6.0,58.54,351.24,0.09,319.6284,VALID,NONE,True,351.24,319.6284,0.0
1405,2023-01-25,West,Clothing,Marketplace,12.0,481.61,5779.32,0.05,5490.353999999999,VALID,NONE,True,5779.32,5490.353999999999,0.0
