order_id,order_date,region,category,sales_channel,quantity,unit_price,gross_sales,discount,net_sales
1139,2024-09-02,East,Electronics,Online,2.0,435.73,871.46,0.09,793.0286000000001
1140,2023-06-04,South,Sports,Online,9.0,95.55,859.9499999999999,0.16,722.358
1141,2023-04-03,North,Clothing,Store,9.0,370.45,3334.0499999999997,0.06,3134.0069999999996
1142,2024-03-31,South,Sports,Store,6.0,665.94,3995.6400000000003,0.08,3675.9888000000005
1143,2024-12-19,West,Home,Online,12.0,658.51,7902.12,0.27,5768.5476
1144,2023-07-09,North,Electronics,Marketplace,-2.0,394.24,-788.48,0.04,-756.9408
1145,2023-03-30,South,Electronics,Marketplace,7.0,215.56,1508.92,0.18,1237.3144000000002
1146,2024-02-06,South,Electronics,Marketplace,2.0,641.57,1283.14,0.3,898.198
1147,2024-02-10,Central,Electronics,Online,1.0,259.56,259.56,0.07,241.39079999999998
1148,2023-12-14,East,Electronics,Marketplace,5.0,594.63,2973.15,0.03,2883.9555
1149,2023-12-19,South,Beauty,Store,,,,0.03,
1150,2024-07-02,West,Home,Marketplace,4.0,641.5,2566.0,0.26,1898.84
1151,2024-01-27,East,Home,Marketplace,14.0,43.32,606.48,0.13,527.6376
1152,2024-04-28,North,Sports,Store,-1.0,125.1,-125.1,0.01,-123.84899999999999
1153,2024-09-25,North,Clothing,Marketplace,9.0,317.6,2858.4,0.14,2458.224
1154,2023-06-09,North,Beauty,Store,8.0,312.9,2503.2,0.01,2478.1679999999997
1155,2024-06-16,West,Sports,Online,1.0,582.37,582.37,0.02,570.7225999999999
1156,2023-05-07,West,Clothing,Store,1.0,520.73,520.73,0.1,468.65700000000004
1157,2023-11-01,East,Electronics,Online,9.0,493.16,4438.4400000000005,0.26,3284.4456000000005
1158,2023-04-04,North,Clothing,Marketplace,5.0,203.4,1017.0,0.05,966.15
1159,2023-11-30,South,Sports,Marketplace,12.0,206.95,2483.3999999999996,0.24,1887.3839999999998
1160,2024-09-05,South,Electronics,Marketplace,13.0,235.15,3056.9500000000003,0.05,2904.1025
1161,2024-03-15,East,Clothing,Online,8.0,462.42,3699.36,,
1162,2023-10-22,West,Electronics,Online,,583.47,,,
1163,2023-01-29,East,Electronics,Marketplace,-1.0,391.59,-391.59,0.09,-356.3469
1164,2024-12-12,Central,Clothing,Marketplace,1.0,240.63,240.63,0.23,185.2851
1165,2024-01-08,North,Sports,Store,7.0,265.62,1859.3400000000001,0.28,1338.7248
1166,2024-07-07,West,Sports,Store,-2.0,180.42,-360.84,0.23,-277.8468
1167,2023-05-26,East,Beauty,Online,12.0,,,0.07,
1168,2023-04-26,West,Home,Store,8.0,500.01,4000.08,0.22,3120.0624000000003
1169,2024-02-11,East,Electronics,Online,,642.18,,0.01,
1170,2023-09-18,Central,Sports,Store,12.0,,,0.05,
1171,2023-10-26,South,Electronics,Store,14.0,161.29,2258.06,0.29,1603.2225999999998
1172,2024-03-05,North,Sports,Marketplace,0.0,363.26,0.0,0.13,0.0
1173,2023-06-26,Central,Electronics,Marketplace,6.0,313.49,1880.94,0.32,1279.0392
1174,2024-06-15,Central,Sports,Marketplace,4.0,72.11,288.44,0.35,187.48600000000002
1175,2023-02-02,West,Home,Marketplace,2.0,305.19,610.38,0.27,445.5774
1176,2023-09-19,West,Electronics,Store,11.0,488.14,5369.54,0.27,3919.7642
1177,2024-01-31,East,Beauty,Online,4.0,435.25,1741.0,0.17,1445.03
1178,2024-01-14,South,Clothing,Marketplace,-2.0,404.15,-808.3,0.17,-670.8889999999999
1179,2024-02-26,South,Sports,Store,14.0,137.72,1928.08,0.34,1272.5327999999997
1180,2023-04-10,Central,Sports,Store,4.0,471.6,1886.4,0.11,1678.8960000000002
1181,2024-01-13,South,Beauty,Online,8.0,498.93,3991.44,0.29,2833.9224
1182,2023-06-07,North,Sports,Store,3.0,222.69,668.0699999999999,0.34,440.9261999999999
1183,2024-10-19,West,Home,Online,5.0,415.15,2075.75,0.3,1453.0249999999999
1184,2024-01-18,East,Sports,Marketplace,4.0,397.06,1588.24,0.16,1334.1216
1185,2023-01-28,Central,Sports,Online,1.0,75.39,75.39,0.2,60.312000000000005
1186,2024-08-09,South,Clothing,Store,9.0,599.16,5392.44,0.0,5392.44
1187,2024-01-16,North,Sports,Store,0.0,,,0.09,
1188,2023-07-09,East,Home,Online,4.0,120.01,480.04,0.26,355.2296
1189,2024-05-27,East,Beauty,Store,,144.72,,0.08,
1190,2024-08-11,East,Home,Marketplace,1.0,497.79,497.79,0.27,363.3867
1191,2023-06-29,North,Beauty,Store,2.0,407.74,815.48,0.23,627.9196000000001
1192,2023-05-25,East,Sports,Online,9.0,524.67,4722.03,0.2,3777.624
1193,2023-04-20,,Electronics,Marketplace,10.0,221.1,2211.0,0.14,1901.46
1194,2024-03-17,South,Home,Store,11.0,78.85,867.3499999999999,0.3,607.1449999999999
1195,2023-10-04,North,Beauty,Marketplace,8.0,495.58,3964.64,0.03,3845.7007999999996
1196,2024-05-03,South,Beauty,Store,12.0,77.17,926.04,0.22,722.3112
1197,2023-04-15,South,Sports,Marketplace,3.0,61.52,184.56,0.16,155.0304
1198,2024-12-11,Central,Electronics,Online,4.0,126.28,505.12,0.16,424.3008
1199,2023-08-08,West,Clothing,Online,2.0,508.12,1016.24,0.3,711.3679999999999
1200,2024-10-11,East,Home,Online,6.0,112.67,676.02,0.09,615.1782000000001
1201,2024-02-13,East,Beauty,Marketplace,8.0,627.68,5021.44,0.04,4820.582399999999
1202,2023-01-19,North,Electronics,Store,9.0,491.65,4424.849999999999,0.15,3761.1224999999995
1203,2023-06-13,East,Home,Online,10.0,-15.47,-154.70000000000002,0.29,-109.837
1204,2023-04-02,West,Sports,Store,9.0,612.83,5515.47,0.2,4412.376
1205,2023-06-27,North,Beauty,Marketplace,7.0,650.32,4552.240000000001,0.15,3869.4040000000005
1206,2023-12-04,West,Clothing,Store,12.0,699.25,8391.0,0.25,6293.25
1207,2024-05-17,North,Electronics,Store,1.0,-19.57,-19.57,0.31,-13.5033
1208,2023-12-23,South,Clothing,Online,14.0,244.09,3417.26,0.02,3348.9148
1209,2023-09-25,East,Beauty,Online,10.0,324.88,3248.8,0.22,2534.0640000000003
1210,2024-12-07,East,Sports,Marketplace,2.0,512.46,1024.92,0.21,809.6868000000001
1211,2023-08-02,,Home,Marketplace,10.0,233.27,2332.7000000000003,0.16,1959.468
1212,2023-05-06,North,Sports,Marketplace,10.0,76.16,761.5999999999999,0.27,555.968
1213,2023-10-26,South,Electronics,Online,1.0,,,0.26,
1214,2023-09-02,South,Beauty,Store,2.0,654.27,1308.54,0.33,876.7217999999999
1215,2024-01-31,East,Home,Online,8.0,,,0.13,
1216,2023-12-05,South,Electronics,Marketplace,11.0,582.46,6407.06,0.25,4805.295
1217,2023-08-24,Central,Electronics,Online,1.0,81.09,81.09,0.11,72.1701
1218,2024-06-06,Central,Sports,Store,11.0,7.52,82.72,0.1,74.44800000000001
1219,2023-04-25,Central,Clothing,Marketplace,0.0,681.4,0.0,0.05,0.0
1220,2024-11-25,North,Sports,Online,4.0,135.98,543.92,0.29,386.18319999999994
1221,2023-09-24,South,Sports,Store,3.0,572.33,1716.9900000000002,0.02,1682.6502000000003
1222,2023-05-25,West,Electronics,Marketplace,5.0,285.08,1425.3999999999999,0.24,1083.3039999999999
1223,2024-09-15,East,Home,Store,,428.91,,0.08,
1224,2023-08-24,North,Sports,Store,6.0,,,0.34,
1225,2023-12-03,West,Home,Online,5.0,497.87,2489.35,0.29,1767.4384999999997
1226,2023-01-12,West,Beauty,Store,13.0,339.31,4411.03,0.03,4278.6991
1227,2024-09-01,Central,Home,Marketplace,-2.0,77.44,-154.88,0.1,-139.392
1228,2024-08-29,South,Clothing,Online,7.0,-17.34,-121.38,0.2,-97.104
1229,2024-12-13,East,Clothing,Online,7.0,,,0.01,
1230,2024-10-16,West,Beauty,Store,,322.45,,0.1,
1231,2024-04-24,Central,Electronics,Online,3.0,695.36,2086.08,0.14,1794.0287999999998
1232,2023-12-18,Central,Clothing,Store,8.0,515.66,4125.28,0.17,3423.9823999999994
1233,2023-09-18,North,Beauty,Store,14.0,151.3,2118.2000000000003,0.07,1969.9260000000002
1234,2024-04-09,North,Electronics,Store,6.0,270.12,1620.72,0.24,1231.7472
1235,2024-01-22,South,Sports,Store,-1.0,180.77,-180.77,0.11,-160.8853
1236,2024-08-18,East,Clothing,Store,12.0,223.52,2682.2400000000002,0.21,2118.9696000000004
1237,2024-03-25,South,Sports,Store,3.0,575.99,1727.97,0.2,1382.3760000000002
1238,2024-12-15,North,Clothing,Online,14.0,420.1,5881.400000000001,0.29,4175.794
1239,2024-09-20,East,Sports,Online,8.0,193.14,1545.12,0.07,1436.9615999999999
1240,2024-08-08,South,Home,Online,13.0,587.63,7639.19,0.17,6340.5277
1241,2024-05-27,West,Clothing,Store,9.0,107.37,966.33,0.3,676.431
1242,2024-05-02,,Beauty,Store,2.0,106.78,213.56,0.21,168.7124
1243,2023-08-12,Central,Sports,Store,11.0,60.37,664.0699999999999,0.27,484.77109999999993
1244,2024-12-08,North,Home,Online,11.0,186.37,2050.07,0.14,1763.0602000000001
1245,2024-01-22,,Home,Marketplace,-2.0,335.04,-670.08,0.16,-562.8672
1246,2023-01-30,West,Home,Marketplace,7.0,95.32,667.24,0.15,567.154
1247,2023-01-31,West,Clothing,Marketplace,13.0,,,0.04,
1248,2024-05-02,South,Electronics,Marketplace,12.0,70.27,843.24,0.06,792.6456
1249,2023-03-02,West,Clothing,Store,14.0,412.03,5768.42,0.32,3922.5255999999995
1250,2023-06-29,West,Sports,Online,6.0,684.92,4109.5199999999995,0.28,2958.8543999999997
1251,2024-01-28,West,Electronics,Marketplace,1.0,,,0.34,
1252,2024-10-17,North,Beauty,Online,11.0,40.96,450.56,0.16,378.4704
1253,2024-02-23,West,Sports,Online,3.0,447.2,1341.6,0.19,1086.696
1254,2024-10-30,Central,Clothing,Online,8.0,249.16,1993.28,0.34,1315.5647999999999
1255,2023-12-06,South,Electronics,Store,14.0,526.81,7375.339999999999,0.21,5826.518599999999
1256,2024-10-30,South,Sports,Online,3.0,118.97,356.90999999999997,0.31,246.26789999999997
1257,2023-09-30,West,Beauty,Marketplace,11.0,614.91,6764.009999999999,0.15,5749.4085
1258,2024-03-04,East,Home,Marketplace,11.0,385.95,4245.45,0.05,4033.1775
1259,2023-02-24,North,Home,Online,7.0,306.22,2143.54,0.27,1564.7841999999998
1260,2023-10-20,East,Electronics,Marketplace,11.0,602.77,6630.469999999999,0.1,5967.423
1261,2024-08-21,North,Clothing,Marketplace,2.0,663.74,1327.48,0.32,902.6863999999999
1262,2023-01-15,South,Home,Marketplace,7.0,394.58,2762.06,0.07,2568.7158
1263,2024-02-24,East,Beauty,Store,13.0,510.59,6637.67,0.1,5973.903
1264,2023-04-21,South,Clothing,Online,11.0,341.29,3754.19,0.21,2965.8101
1265,2024-07-04,East,Electronics,Marketplace,0.0,550.38,0.0,0.04,0.0
1266,2024-05-30,North,Clothing,Online,-2.0,264.67,-529.34,0.34,-349.3644
1267,2024-01-29,East,Beauty,Marketplace,,124.83,,0.19,
1268,2023-02-16,Central,Electronics,Marketplace,10.0,105.1,1051.0,0.27,767.23
1269,2023-12-01,North,Clothing,Marketplace,1.0,304.61,304.61,0.2,243.68800000000002
1270,2023-06-07,Central,Clothing,Marketplace,8.0,548.29,4386.32,0.03,4254.7303999999995
1271,2024-01-14,South,Sports,Online,0.0,170.09,0.0,0.24,0.0
1272,2023-07-02,Central,Beauty,Store,14.0,295.62,4138.68,0.15,3517.878
1273,2023-02-20,Central,Sports,Marketplace,2.0,29.56,59.12,0.07,54.98159999999999
1274,2024-09-02,East,Electronics,Marketplace,6.0,413.39,2480.34,0.02,2430.7332
1275,2023-08-25,North,Electronics,Online,0.0,630.39,0.0,0.3,0.0
1276,2024-01-17,West,Sports,Store,13.0,445.93,5797.09,0.08,5333.3228
1277,2023-05-17,West,Sports,Store,,300.18,,0.21,
1278,2023-01-29,North,Sports,Marketplace,3.0,560.1,1680.3000000000002,0.04,1613.0880000000002
1279,2023-09-11,South,Electronics,Online,2.0,428.8,857.6,0.07,797.568
1280,2024-04-03,East,Beauty,Store,5.0,610.39,3051.95,0.21,2411.0405
1281,2023-01-24,East,Sports,Store,2.0,563.18,1126.36,0.26,833.5063999999999
1282,2024-06-09,Central,Home,Store,14.0,361.31,5058.34,0.18,4147.8388
1283,2023-10-31,South,Beauty,Store,-1.0,565.11,-565.11,0.25,-423.8325
1284,2024-09-07,West,Home,Store,1.0,578.2,578.2,0.13,503.03400000000005
1285,2023-03-03,North,Sports,Store,5.0,482.46,2412.2999999999997,0.18,1978.086
1286,2023-09-30,East,Clothing,Marketplace,11.0,566.66,6233.259999999999,0.26,4612.612399999999
1287,2023-09-04,South,Electronics,Marketplace,6.0,329.7,1978.1999999999998,0.35,1285.83
1288,2024-06-25,East,Home,Store,-1.0,262.26,-262.26,0.3,-183.582
1289,2023-09-21,North,Electronics,Marketplace,10.0,9.04,90.39999999999999,0.28,65.088
1290,2024-08-10,West,Electronics,Store,6.0,170.88,1025.28,0.01,1015.0272
1291,2024-01-22,North,Beauty,Store,-1.0,123.47,-123.47,0.25,-92.60249999999999
1292,2023-12-05,,Clothing,Store,13.0,553.42,7194.459999999999,0.23,5539.7342
1293,2023-09-07,North,Sports,Online,14.0,-8.53,-119.41999999999999,0.13,-103.8954
1294,2024-10-07,Central,Electronics,Store,6.0,529.93,3179.58,0.26,2352.8892
1295,2024-07-03,South,Sports,Online,-2.0,183.76,-367.52,,
1296,2024-11-12,East,Home,Online,0.0,-4.95,-0.0,0.29,-0.0
1297,2023-09-07,North,Sports,Online,1.0,587.59,587.59,0.35,381.93350000000004
1298,2024-07-16,West,Electronics,Store,9.0,488.08,4392.72,0.07,4085.2296
1299,2024-02-18,South,Electronics,Marketplace,1.0,152.79,152.79,0.25,114.5925
1300,2024-04-09,Central,Beauty,Store,0.0,524.14,0.0,0.23,0.0
1301,2023-12-24,North,Electronics,Online,10.0,622.42,6224.2,0.29,4419.182
1302,2023-02-02,Central,Home,Online,9.0,524.15,4717.349999999999,0.06,4434.308999999999
1303,2024-12-30,East,Clothing,Marketplace,8.0,189.77,1518.16,0.02,1487.7968
1304,2024-03-03,West,Home,Marketplace,11.0,417.71,4594.8099999999995,0.11,4089.3808999999997
1305,2023-03-31,West,Beauty,Marketplace,14.0,592.61,8296.54,0.0,8296.54
1306,2024-02-21,,Sports,Online,-2.0,57.62,-115.24,0.1,-103.716
1307,2023-04-22,East,Clothing,Marketplace,3.0,194.85,584.55,0.23,450.1035
1308,2023-10-16,East,Beauty,Online,9.0,,,0.04,
1309,2023-11-20,,Clothing,Marketplace,13.0,521.64,6781.32,0.22,5289.4296
1310,2023-07-21,North,Sports,Marketplace,0.0,238.07,0.0,0.26,0.0
1311,2024-11-30,East,Electronics,Online,0.0,284.51,0.0,0.19,0.0
1312,2024-11-07,South,Home,Online,,603.06,,0.16,
1313,2024-05-02,East,Clothing,Marketplace,10.0,493.74,4937.4,0.3,3456.1799999999994
1314,2023-11-05,West,Electronics,Marketplace,10.0,222.38,2223.8,0.15,1890.23
1315,2024-02-27,North,Sports,Store,1.0,114.97,114.97,0.09,104.62270000000001
1316,2024-06-03,Central,Home,Online,2.0,530.44,1060.88,0.1,954.7920000000001
1317,2023-02-11,North,Sports,Marketplace,0.0,489.98,0.0,0.34,0.0
1318,2024-11-24,East,Home,Marketplace,,230.6,,0.16,
1319,2024-09-22,South,Electronics,Marketplace,3.0,327.4,982.1999999999999,0.29,697.362
1320,2023-01-22,North,Electronics,Marketplace,3.0,106.06,318.18,0.26,235.4532
1321,2024-04-03,South,Electronics,Marketplace,11.0,43.85,482.35,0.23,371.40950000000004
1322,2024-09-12,East,Electronics,Store,7.0,324.98,2274.86,0.07,2115.6198
1323,2024-04-16,North,Sports,Marketplace,6.0,428.79,2572.7400000000002,0.13,2238.2838
1324,2023-01-26,,Sports,Online,-1.0,248.34,-248.34,0.31,-171.35459999999998
1325,2024-09-13,Central,Beauty,Online,6.0,632.6,3795.6000000000004,0.16,3188.304
1326,2024-01-31,North,Home,Online,3.0,595.35,1786.0500000000002,0.3,1250.2350000000001
1327,2023-01-05,West,Electronics,Store,0.0,256.3,0.0,0.09,0.0
1328,2024-08-25,,Clothing,Marketplace,13.0,178.84,2324.92,0.08,2138.9264000000003
1329,2024-07-28,West,Home,Store,-2.0,318.09,-636.18,0.16,-534.3911999999999
1330,2023-03-03,Central,Electronics,Marketplace,12.0,223.88,2686.56,0.17,2229.8448
1331,2023-07-30,South,Beauty,Marketplace,14.0,300.4,4205.599999999999,0.19,3406.5359999999996
1332,2024-01-23,East,Home,Online,-2.0,82.66,-165.32,0.05,-157.05399999999997
1333,2024-01-28,South,Clothing,Online,3.0,54.15,162.45,0.16,136.458
1334,2024-03-16,North,Electronics,Online,5.0,649.02,3245.1,0.29,2304.0209999999997
1335,2024-07-14,West,Sports,Store,5.0,-8.65,-43.25,0.25,-32.4375
1336,2023-02-07,South,Home,Marketplace,9.0,50.34,453.06000000000006,0.27,330.73380000000003
1337,2024-12-26,East,Sports,Store,11.0,299.51,3294.6099999999997,0.23,2536.8496999999998
1338,2024-12-15,East,Clothing,Store,12.0,208.44,2501.2799999999997,0.33,1675.8575999999996
1339,2023-02-25,Central,Electronics,Store,6.0,,,0.24,
1340,2024-05-12,South,Electronics,Store,5.0,596.67,2983.35,0.17,2476.1805
1341,2023-09-05,North,Home,Marketplace,,280.69,,0.03,
1342,2023-08-16,South,Home,Store,-1.0,316.14,-316.14,0.22,-246.5892
1343,2023-11-25,East,Beauty,Marketplace,5.0,149.5,747.5,0.21,590.525
1344,2023-03-28,West,Electronics,Online,0.0,81.05,0.0,0.22,0.0
1345,2023-02-15,South,Sports,Store,0.0,108.15,0.0,0.31,0.0
1346,2024-09-19,East,Home,Online,,311.99,,0.19,
1347,2024-09-18,North,Electronics,Store,0.0,196.09,0.0,0.12,0.0
1348,2023-12-05,North,Sports,Store,5.0,-22.35,-111.75,0.06,-105.04499999999999
1349,2023-08-10,East,Electronics,Marketplace,,307.54,,0.01,
1350,2024-05-17,East,Clothing,Store,12.0,566.07,6792.84,0.11,6045.6276
1351,2023-02-26,Central,Clothing,Online,3.0,606.04,1818.12,0.24,1381.7712
1352,2024-08-24,East,Clothing,Marketplace,14.0,529.24,7409.360000000001,0.06,6964.798400000001
1353,2024-10-24,West,Home,Store,8.0,652.79,5222.32,0.34,3446.7311999999993
1354,2023-06-25,South,Electronics,Marketplace,,413.62,,,
1355,2024-09-21,Central,Sports,Marketplace,-1.0,590.56,-590.56,0.33,-395.6751999999999
1356,2023-04-20,Central,Beauty,Online,1.0,146.77,146.77,0.23,113.01290000000002
1357,2023-01-11,Central,Home,Online,0.0,490.88,0.0,0.26,0.0
1358,2024-08-19,North,Electronics,Store,4.0,294.82,1179.28,0.06,1108.5231999999999
1359,2023-05-13,,Beauty,Store,,200.17,,0.1,
1360,2023-06-28,South,Electronics,Marketplace,5.0,531.85,2659.25,0.28,1914.6599999999999
1361,2023-02-21,East,Clothing,Online,7.0,525.29,3677.0299999999997,0.13,3199.0161
1362,2023-02-24,West,Sports,Marketplace,4.0,111.06,444.24,0.28,319.8528
1363,2024-02-06,Central,Home,Marketplace,5.0,375.09,1875.4499999999998,0.19,1519.1145
1364,2024-04-16,,Sports,Online,1.0,476.68,476.68,0.21,376.5772
1365,2023-06-20,West,Home,Store,9.0,311.42,2802.78,0.08,2578.5576
1366,2023-11-09,West,Clothing,Online,10.0,105.54,1055.4,0.27,770.442
1367,2024-09-04,East,Beauty,Online,-2.0,92.34,-184.68,0.08,-169.90560000000002
1368,2024-08-22,Central,Home,Store,2.0,676.98,1353.96,0.33,907.1532
1369,2024-03-02,South,Electronics,Online,0.0,685.58,0.0,0.18,0.0
1370,2024-10-20,South,Home,Online,-1.0,-11.76,11.76,0.23,9.0552
1371,2023-10-30,West,Electronics,Store,9.0,203.2,1828.8,0.02,1792.224
1372,2023-03-17,Central,Home,Marketplace,10.0,690.72,6907.200000000001,0.28,4973.184
1373,2024-06-26,West,Electronics,Store,11.0,150.14,1651.54,0.24,1255.1704
1374,2024-03-12,South,Clothing,Online,2.0,145.89,291.78,0.12,256.7664
1375,2023-01-15,South,Sports,Store,1.0,612.14,612.14,0.34,404.01239999999996
1376,2023-03-05,East,Beauty,Marketplace,6.0,160.9,965.4000000000001,0.07,897.822
1377,2023-08-28,South,Clothing,Online,12.0,60.86,730.3199999999999,0.08,671.8944
1378,2024-12-22,West,Electronics,Marketplace,6.0,299.55,1797.3000000000002,0.27,1312.029
1379,2024-04-14,Central,Electronics,Store,3.0,689.92,2069.7599999999998,0.05,1966.2719999999997
1380,2023-06-07,South,Beauty,Online,11.0,68.35,751.8499999999999,0.27,548.8504999999999
1381,2024-09-05,North,Clothing,Store,2.0,426.03,852.06,,
1382,2024-07-30,,Electronics,Marketplace,5.0,,,0.03,
1383,2024-11-23,North,Beauty,Online,-2.0,-16.77,33.54,0.22,26.1612
1384,2024-01-21,West,Electronics,Store,10.0,225.61,2256.1000000000004,0.31,1556.709
1385,2023-02-09,East,Clothing,Store,4.0,330.1,1320.4,0.15,1122.3400000000001
1386,2024-08-18,Central,Home,Store,4.0,334.93,1339.72,0.17,1111.9676
1387,2023-02-26,West,Clothing,Marketplace,3.0,243.57,730.71,0.24,555.3396
1388,2023-04-24,Central,Clothing,Store,2.0,690.98,1381.96,0.16,1160.8464
1389,2024-09-27,West,Home,Marketplace,6.0,251.78,1510.68,0.08,1389.8256000000001
1390,2023-02-08,South,Electronics,Online,12.0,91.52,1098.24,0.31,757.7855999999999
1391,2023-09-06,Central,Clothing,Store,5.0,81.71,408.54999999999995,0.32,277.81399999999996
1392,2024-10-28,,Clothing,Marketplace,13.0,647.71,8420.23,0.29,5978.363299999999
1393,2023-09-10,East,Home,Online,6.0,59.43,356.58,0.3,249.60599999999997
1394,2024-09-08,West,Clothing,Online,7.0,184.11,1288.77,0.18,1056.7914
1395,2024-05-17,South,Clothing,Store,-2.0,443.24,-886.48,0.16,-744.6432
1396,2024-09-27,East,Sports,Store,3.0,118.61,355.83,0.22,277.5474
1397,2023-10-22,East,Clothing,Marketplace,8.0,641.84,5134.72,0.23,3953.7344000000003
1398,2024-02-07,West,Sports,Marketplace,3.0,435.81,1307.43,0.02,1281.2814
1399,2024-08-21,North,Home,Store,6.0,71.82,430.91999999999996,0.26,318.88079999999997
1400,2023-07-30,Central,Home,Marketplace,5.0,546.62,2733.1,0.22,2131.818
1401,2023-09-27,West,Electronics,Online,13.0,473.71,6158.23,0.12,5419.2424
1402,2024-03-04,West,Home,Online,12.0,392.51,4710.12,0.08,4333.3104
1403,2024-06-03,Central,Sports,Store,9.0,140.4,1263.6000000000001,0.2,1010.8800000000001
1404,2023-11-01,Central,Electronics,Store,6.0,58.54,351.24,0.09,319.6284
1405,2023-01-25,West,Clothing,Marketplace,12.0,481.61,5779.32,0.05,5490.353999999999
1406,2023-03-22,Central,Beauty,Online,3.0,375.39,1126.17,,
1407,2024-11-10,West,Beauty,Store,14.0,-21.32,-298.48,0.23,-229.82960000000003
1408,2024-03-11,West,Home,Store,14.0,471.18,6596.52,0.27,4815.4596
1409,2024-07-10,West,Electronics,Online,3.0,676.69,2030.0700000000002,0.16,1705.2588
1410,2024-02-01,Central,Beauty,Marketplace,6.0,407.45,2444.7,0.13,2126.8889999999997
1411,2023-04-26,Central,Beauty,Marketplace,3.0,253.32,759.96,0.26,562.3704
1412,2023-09-05,North,Clothing,Marketplace,-1.0,508.43,-508.43,0.04,-488.0928
1413,2024-08-26,North,Home,Store,8.0,364.59,2916.72,0.14,2508.3792
1414,2023-12-16,,Electronics,Marketplace,3.0,328.74,986.22,,
1415,2024-09-09,South,Beauty,Online,-1.0,71.78,-71.78,0.04,-68.9088
1416,2024-10-13,South,Home,Online,10.0,,,0.04,
1417,2023-06-28,Central,Clothing,Marketplace,10.0,530.26,5302.6,0.18,4348.1320000000005
1418,2024-12-06,Central,Electronics,Store,11.0,494.78,5442.58,0.15,4626.193
1419,2024-08-25,West,Beauty,Marketplace,5.0,,,0.12,
1420,2023-04-29,,Beauty,Store,4.0,397.98,1591.92,,
1421,2023-08-16,West,Clothing,Online,1.0,352.23,352.23,0.12,309.9624
1422,2024-10-18,Central,Electronics,Store,12.0,,,0.06,
1423,2023-07-11,Central,Home,Store,7.0,483.0,3381.0,0.2,2704.8
1424,2024-10-20,South,Electronics,Marketplace,13.0,144.53,1878.89,0.22,1465.5342
1425,2023-03-11,North,Beauty,Store,9.0,-5.05,-45.449999999999996,0.03,-44.086499999999994
1426,2024-08-03,North,Clothing,Store,8.0,,,0.2,
1427,2023-05-25,West,Sports,Marketplace,-1.0,168.2,-168.2,0.14,-144.652
1428,2023-03-31,South,Home,Marketplace,13.0,117.9,1532.7,0.0,1532.7
1429,2023-07-13,East,Home,Store,6.0,,,0.01,
1430,2024-02-16,West,Beauty,Online,,74.06,,0.28,
1431,2024-04-02,East,Beauty,Marketplace,14.0,345.56,4837.84,0.14,4160.5424
1432,2024-08-08,Central,Electronics,Online,-2.0,85.08,-170.16,0.34,-112.30559999999998
1433,2023-09-02,North,Beauty,Marketplace,12.0,652.52,7830.24,0.27,5716.075199999999
1434,2024-06-17,Central,Sports,Online,9.0,4.02,36.17999999999999,0.03,35.09459999999999
1435,2024-11-01,North,Home,Marketplace,13.0,461.06,5993.78,0.18,4914.8996
1436,2023-05-25,Central,Beauty,Online,13.0,519.75,6756.75,0.2,5405.400000000001
1437,2024-11-30,North,Beauty,Online,-2.0,549.28,-1098.56,0.32,-747.0207999999999
1438,2024-03-25,South,Sports,Online,3.0,110.95,332.85,0.09,302.8935
1439,2024-04-10,,Home,Store,2.0,49.04,98.08,0.02,96.1184
1440,2023-11-03,West,Sports,Marketplace,2.0,274.41,548.82,0.18,450.03240000000005
1441,2024-02-04,Central,Clothing,Store,-2.0,432.21,-864.42,0.22,-674.2476
1442,2023-04-10,South,Beauty,Marketplace,-2.0,566.22,-1132.44,0.27,-826.6812
1443,2024-02-10,East,Clothing,Online,8.0,397.83,3182.64,,
1444,2023-06-17,South,Clothing,Marketplace,3.0,82.07,246.20999999999998,0.33,164.96069999999997
1445,2023-03-06,East,Electronics,Store,5.0,512.57,2562.8500000000004,0.2,2050.28
1446,2023-10-26,Central,Home,Store,-1.0,684.58,-684.58,0.2,-547.6640000000001
1447,2024-06-29,North,Home,Marketplace,2.0,51.54,103.08,0.09,93.8028
1448,2023-03-27,North,Sports,Online,7.0,72.58,508.06,0.07,472.4958
1449,2023-02-11,East,Sports,Online,12.0,65.22,782.64,0.23,602.6328
1450,2023-05-03,East,Electronics,Online,5.0,87.3,436.5,0.02,427.77
1451,2023-07-25,,Beauty,Online,0.0,364.41,0.0,0.15,0.0
1452,2023-11-17,East,Home,Online,1.0,12.48,12.48,0.0,12.48
1453,2023-09-08,North,Beauty,Store,11.0,410.48,4515.280000000001,0.27,3296.1544000000004
1454,2024-10-23,East,Home,Online,4.0,485.82,1943.28,0.21,1535.1912
1455,2023-05-03,North,Electronics,Marketplace,6.0,303.73,1822.38,0.26,1348.5612
1456,2023-06-12,East,Home,Marketplace,-1.0,326.41,-326.41,0.1,-293.769
1457,2023-05-05,Central,Clothing,Marketplace,5.0,535.08,2675.4,0.2,2140.32
1458,2023-05-09,West,Beauty,Store,14.0,695.13,9731.82,0.18,7980.0924
1459,2023-08-25,West,Clothing,Store,-1.0,140.77,-140.77,0.31,-97.1313
1460,2024-09-14,,Beauty,Online,9.0,127.4,1146.6000000000001,0.19,928.7460000000002
1461,2023-09-26,North,Electronics,Online,3.0,619.73,1859.19,0.19,1505.9439000000002
