order_id,order_date,region,category,sales_channel,quantity,unit_price,gross_sales,discount,net_sales,category_value,error_code,is_valid
1662,2024-03-10,West,Sports,Marketplace,,169.76,,0.1,,NON-RELIABLE,CRITICAL_ERROR,False
1664,2024-06-13,West,Sports,Marketplace,-2.0,672.29,-1344.58,0.1,-1210.122,NON-RELIABLE,CRITICAL_ERROR,False
1665,2023-07-04,Central,Home,Marketplace,0.0,192.01,0.0,0.04,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1667,2023-10-07,West,Beauty,Marketplace,0.0,396.87,0.0,0.01,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1669,2024-06-02,East,Home,Online,,207.88,,0.33,,NON-RELIABLE,CRITICAL_ERROR,False
1673,2023-02-15,,Clothing,Marketplace,0.0,280.48,0.0,0.3,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1674,2024-04-13,East,Sports,Marketplace,-2.0,364.7,-729.4,0.12,-641.872,NON-RELIABLE,CRITICAL_ERROR,False
1677,2023-05-04,East,Home,Marketplace,7.0,-20.84,-145.88,0.08,-134.2096,NON-RELIABLE,CRITICAL_ERROR,False
1681,2024-09-29,Central,Electronics,Store,-2.0,488.56,-977.12,0.31,-674.2127999999999,NON-RELIABLE,CRITICAL_ERROR,False
1683,2023-01-27,East,Electronics,Store,-2.0,163.62,-327.24,0.11,-291.2436,NON-RELIABLE,CRITICAL_ERROR,False
1684,2023-03-09,Central,Beauty,Marketplace,,494.85,,0.34,,NON-RELIABLE,CRITICAL_ERROR,False
1685,2023-10-12,East,Clothing,Online,,7.52,,0.23,,NON-RELIABLE,CRITICAL_ERROR,False
1689,2023-08-24,North,Sports,Store,-1.0,284.38,-284.38,0.09,-258.7858,NON-RELIABLE,CRITICAL_ERROR,False
1691,2023-08-09,South,Sports,Store,-2.0,400.14,-800.28,0.3,-560.1959999999999,NON-RELIABLE,CRITICAL_ERROR,False
1699,2023-07-27,North,Beauty,Marketplace,0.0,373.91,0.0,0.09,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1700,2023-06-08,South,Sports,Marketplace,0.0,176.58,0.0,0.32,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1702,2023-01-08,West,Clothing,Store,0.0,533.42,0.0,0.07,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1704,2023-09-25,Central,Clothing,Online,10.0,-25.2,-252.0,0.33,-168.83999999999995,NON-RELIABLE,CRITICAL_ERROR,False
1707,2024-12-23,Central,Sports,Online,8.0,,,0.14,,NON-RELIABLE,CRITICAL_ERROR,False
1710,2024-04-18,South,Sports,Online,1.0,,,0.29,,NON-RELIABLE,CRITICAL_ERROR,False
1711,2023-04-15,West,Clothing,Online,0.0,21.68,0.0,0.18,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1721,2023-11-22,East,Electronics,Online,0.0,544.28,0.0,0.32,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1734,2023-02-01,Central,Beauty,Store,0.0,,,0.28,,NON-RELIABLE,CRITICAL_ERROR,False
1736,2023-02-24,East,Home,Store,,436.26,,0.25,,NON-RELIABLE,CRITICAL_ERROR,False
1737,2024-03-27,West,Home,Marketplace,-1.0,530.82,-530.82,0.27,-387.4986,NON-RELIABLE,CRITICAL_ERROR,False
1746,2024-09-01,West,Home,Store,9.0,-25.08,-225.72,0.26,-167.03279999999998,NON-RELIABLE,CRITICAL_ERROR,False
1755,2023-09-19,South,Clothing,Marketplace,0.0,405.19,0.0,0.27,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1762,2023-03-18,West,Home,Online,6.0,,,0.29,,NON-RELIABLE,CRITICAL_ERROR,False
1766,2024-01-08,South,Clothing,Store,,434.1,,0.05,,NON-RELIABLE,CRITICAL_ERROR,False
1773,2023-09-14,West,Clothing,Online,-1.0,171.08,-171.08,0.33,-114.6236,NON-RELIABLE,CRITICAL_ERROR,False
1776,2024-02-04,South,Electronics,Online,,29.01,,0.34,,NON-RELIABLE,CRITICAL_ERROR,False
1778,2023-12-12,Central,Beauty,Online,4.0,-1.79,-7.16,0.06,-6.7304,NON-RELIABLE,CRITICAL_ERROR,False
1780,2024-11-14,East,Electronics,Online,,422.61,,0.23,,NON-RELIABLE,CRITICAL_ERROR,False
1781,2023-06-03,Central,Home,Marketplace,8.0,-2.68,-21.44,0.03,-20.7968,NON-RELIABLE,CRITICAL_ERROR,False
1783,2024-01-30,North,Clothing,Store,5.0,,,0.28,,NON-RELIABLE,CRITICAL_ERROR,False
1785,2024-01-24,West,Clothing,Store,-2.0,167.23,-334.46,0.3,-234.122,NON-RELIABLE,CRITICAL_ERROR,False
1786,2024-06-08,East,Sports,Online,6.0,,,0.13,,NON-RELIABLE,CRITICAL_ERROR,False
1790,2023-03-17,East,Clothing,Marketplace,0.0,667.01,0.0,0.23,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1792,2023-06-08,South,Sports,Online,,62.13,,0.23,,NON-RELIABLE,CRITICAL_ERROR,False
1795,2024-12-26,,Clothing,Online,,87.26,,0.02,,NON-RELIABLE,CRITICAL_ERROR,False
1799,2023-11-04,East,Home,Marketplace,10.0,-22.67,-226.7,0.31,-156.423,NON-RELIABLE,CRITICAL_ERROR,False
1800,2024-07-30,West,Sports,Online,-1.0,486.45,-486.45,,,NON-RELIABLE,CRITICAL_ERROR,False
1801,2024-03-21,North,Clothing,Marketplace,9.0,,,0.32,,NON-RELIABLE,CRITICAL_ERROR,False
1802,2023-05-31,Central,Clothing,Store,-1.0,83.29,-83.29,0.33,-55.8043,NON-RELIABLE,CRITICAL_ERROR,False
1803,2023-09-24,East,Beauty,Store,-2.0,220.3,-440.6,0.31,-304.014,NON-RELIABLE,CRITICAL_ERROR,False
1804,2024-05-09,North,Home,Store,-1.0,482.03,-482.03,0.13,-419.3661,NON-RELIABLE,CRITICAL_ERROR,False
1805,2023-07-01,East,Beauty,Store,,466.35,,0.24,,NON-RELIABLE,CRITICAL_ERROR,False
1806,2024-06-09,South,Sports,Store,0.0,472.31,0.0,0.23,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1807,2023-07-31,Central,Clothing,Online,10.0,,,0.01,,NON-RELIABLE,CRITICAL_ERROR,False
1813,2024-02-27,,Clothing,Store,13.0,,,0.33,,NON-RELIABLE,CRITICAL_ERROR,False
1818,2023-08-26,West,Electronics,Store,0.0,429.0,0.0,0.05,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1824,2023-04-17,East,Sports,Online,-1.0,300.24,-300.24,0.3,-210.168,NON-RELIABLE,CRITICAL_ERROR,False
1833,2024-08-28,North,Electronics,Online,0.0,35.14,0.0,0.04,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1834,2024-09-24,East,Electronics,Marketplace,0.0,80.34,0.0,0.02,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1840,2023-07-25,Central,Clothing,Marketplace,-1.0,538.13,-538.13,0.06,-505.8422,NON-RELIABLE,CRITICAL_ERROR,False
1841,2023-10-13,North,Clothing,Store,0.0,115.66,0.0,0.27,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1844,2023-06-01,North,Electronics,Store,7.0,-2.48,-17.36,0.07,-16.1448,NON-RELIABLE,CRITICAL_ERROR,False
1845,2023-03-11,North,Electronics,Online,0.0,408.92,0.0,0.33,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1849,2024-09-06,Central,Clothing,Marketplace,-1.0,19.52,-19.52,0.29,-13.8592,NON-RELIABLE,CRITICAL_ERROR,False
1852,2023-09-16,North,Clothing,Online,0.0,570.85,0.0,0.34,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1855,2023-01-05,Central,Beauty,Marketplace,1.0,,,0.31,,NON-RELIABLE,CRITICAL_ERROR,False
1861,2024-07-09,South,Beauty,Store,7.0,,,0.15,,NON-RELIABLE,CRITICAL_ERROR,False
1864,2023-12-12,East,Clothing,Online,1.0,,,0.34,,NON-RELIABLE,CRITICAL_ERROR,False
1867,2023-06-24,West,Sports,Store,-1.0,309.42,-309.42,0.33,-207.3114,NON-RELIABLE,CRITICAL_ERROR,False
1868,2024-11-29,East,Sports,Store,6.0,,,0.11,,NON-RELIABLE,CRITICAL_ERROR,False
1875,2024-07-13,,Sports,Store,4.0,-13.74,-54.96,0.09,-50.0136,NON-RELIABLE,CRITICAL_ERROR,False
1885,2024-08-05,North,Electronics,Store,-2.0,-29.76,59.52,0.03,57.7344,NON-RELIABLE,CRITICAL_ERROR,False
1887,2024-06-29,East,Beauty,Marketplace,0.0,445.51,0.0,0.11,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1890,2024-12-20,West,Home,Store,0.0,404.27,0.0,0.32,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1897,2023-09-15,East,Beauty,Online,-2.0,77.99,-155.98,0.08,-143.5016,NON-RELIABLE,CRITICAL_ERROR,False
1898,2023-11-15,,Beauty,Store,0.0,573.96,0.0,0.07,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1899,2023-05-08,East,Beauty,Marketplace,-1.0,634.37,-634.37,0.28,-456.7464,NON-RELIABLE,CRITICAL_ERROR,False
1904,2024-08-15,East,Electronics,Store,,366.75,,0.32,,NON-RELIABLE,CRITICAL_ERROR,False
1907,2023-10-25,East,Clothing,Store,,185.31,,0.12,,NON-RELIABLE,CRITICAL_ERROR,False
1910,2024-05-28,South,Home,Marketplace,,168.41,,0.22,,NON-RELIABLE,CRITICAL_ERROR,False
1911,2024-10-22,North,Electronics,Marketplace,11.0,-15.02,-165.22,0.3,-115.654,NON-RELIABLE,CRITICAL_ERROR,False
1912,2024-08-04,Central,Home,Online,,647.31,,0.3,,NON-RELIABLE,CRITICAL_ERROR,False
1913,2023-08-14,East,Clothing,Marketplace,-1.0,263.76,-263.76,0.32,-179.35679999999996,NON-RELIABLE,CRITICAL_ERROR,False
1914,2023-08-01,North,Beauty,Store,,415.77,,0.2,,NON-RELIABLE,CRITICAL_ERROR,False
1916,2024-07-27,South,Clothing,Store,-1.0,377.64,-377.64,0.22,-294.5592,NON-RELIABLE,CRITICAL_ERROR,False
1919,2024-03-09,North,Clothing,Marketplace,,45.0,,0.17,,NON-RELIABLE,CRITICAL_ERROR,False
1925,2023-02-14,West,Electronics,Marketplace,-2.0,652.91,-1305.82,0.15,-1109.947,NON-RELIABLE,CRITICAL_ERROR,False
1928,2024-09-08,West,Electronics,Marketplace,14.0,,,0.26,,NON-RELIABLE,CRITICAL_ERROR,False
1930,2024-12-24,East,Beauty,Marketplace,-2.0,486.97,-973.94,0.18,-798.6308000000001,NON-RELIABLE,CRITICAL_ERROR,False
1934,2023-07-16,East,Sports,Store,,418.53,,0.14,,NON-RELIABLE,CRITICAL_ERROR,False
1936,2023-02-13,South,Home,Marketplace,10.0,,,0.3,,NON-RELIABLE,CRITICAL_ERROR,False
1944,2024-06-28,East,Home,Marketplace,0.0,361.72,0.0,0.34,0.0,NON-RELIABLE,CRITICAL_ERROR,False
1946,2023-01-04,Central,Electronics,Online,-2.0,382.29,-764.58,0.0,-764.58,NON-RELIABLE,CRITICAL_ERROR,False
1948,2023-03-08,South,Sports,Online,-1.0,122.59,-122.59,0.17,-101.7497,NON-RELIABLE,CRITICAL_ERROR,False
1954,2023-06-25,South,Beauty,Store,8.0,-1.14,-9.12,0.14,-7.843199999999999,NON-RELIABLE,CRITICAL_ERROR,False
1955,2023-05-16,South,Clothing,Online,,472.34,,0.2,,NON-RELIABLE,CRITICAL_ERROR,False
1958,2024-07-06,West,Home,Marketplace,-2.0,697.42,-1394.84,0.02,-1366.9432,NON-RELIABLE,CRITICAL_ERROR,False
1960,2024-01-20,North,Electronics,Online,-1.0,90.55,-90.55,0.17,-75.1565,NON-RELIABLE,CRITICAL_ERROR,False
1964,2023-10-02,East,Beauty,Store,-1.0,167.77,-167.77,0.32,-114.0836,NON-RELIABLE,CRITICAL_ERROR,False
1965,2023-08-24,Central,Beauty,Online,-2.0,539.82,-1079.64,0.06,-1014.8616,NON-RELIABLE,CRITICAL_ERROR,False
1975,2023-06-07,South,Electronics,Marketplace,,618.94,,0.11,,NON-RELIABLE,CRITICAL_ERROR,False
1983,2023-10-25,East,Electronics,Marketplace,,545.04,,0.13,,NON-RELIABLE,CRITICAL_ERROR,False
1994,2024-06-18,North,Sports,Marketplace,-1.0,532.49,-532.49,0.3,-372.743,NON-RELIABLE,CRITICAL_ERROR,False
1997,2023-04-13,North,Clothing,Marketplace,-2.0,479.09,-958.18,0.32,-651.5623999999999,NON-RELIABLE,CRITICAL_ERROR,False
1998,2024-07-08,East,Beauty,Online,6.0,,,0.02,,NON-RELIABLE,CRITICAL_ERROR,False
2002,2024-02-11,East,Home,Online,,419.44,,0.03,,NON-RELIABLE,CRITICAL_ERROR,False
2005,2024-03-30,Central,Home,Store,-2.0,535.17,-1070.34,0.32,-727.8311999999999,NON-RELIABLE,CRITICAL_ERROR,False
2010,2023-11-18,North,Sports,Marketplace,,492.19,,0.28,,NON-RELIABLE,CRITICAL_ERROR,False
2011,2024-02-28,Central,Beauty,Marketplace,-2.0,443.41,-886.82,0.2,-709.4560000000001,NON-RELIABLE,CRITICAL_ERROR,False
2020,2023-09-21,Central,Electronics,Store,,158.45,,0.23,,NON-RELIABLE,CRITICAL_ERROR,False
2028,2024-01-14,West,Home,Marketplace,0.0,3.73,0.0,0.11,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2029,2023-12-01,East,Sports,Marketplace,0.0,480.78,0.0,0.33,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2034,2024-01-17,South,Home,Store,-1.0,481.23,-481.23,0.11,-428.2947,NON-RELIABLE,CRITICAL_ERROR,False
2036,2024-03-05,West,Sports,Store,14.0,-13.84,-193.76,0.14,-166.6336,NON-RELIABLE,CRITICAL_ERROR,False
2037,2024-01-06,East,Beauty,Marketplace,0.0,345.31,0.0,0.15,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2038,2024-05-28,South,Home,Marketplace,0.0,214.34,0.0,0.18,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2042,2024-12-06,West,Clothing,Marketplace,0.0,563.53,0.0,0.35,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2045,2023-11-30,East,Beauty,Online,-2.0,-13.29,26.58,0.27,19.4034,NON-RELIABLE,CRITICAL_ERROR,False
2046,2023-11-18,East,Electronics,Online,-1.0,232.08,-232.08,0.06,-218.1552,NON-RELIABLE,CRITICAL_ERROR,False
2051,2024-09-29,North,Electronics,Marketplace,0.0,454.5,0.0,0.2,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2059,2024-09-25,Central,Electronics,Marketplace,-1.0,539.07,-539.07,0.19,-436.64670000000007,NON-RELIABLE,CRITICAL_ERROR,False
2064,2023-04-26,Central,Beauty,Store,0.0,401.8,0.0,0.09,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2069,2023-08-04,South,Clothing,Online,14.0,-2.09,-29.26,0.06,-27.5044,NON-RELIABLE,CRITICAL_ERROR,False
2071,2024-04-28,East,Clothing,Store,-2.0,43.65,-87.3,0.33,-58.49099999999999,NON-RELIABLE,CRITICAL_ERROR,False
2076,2024-12-15,East,Clothing,Store,0.0,473.15,0.0,0.26,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2077,2023-09-30,North,Home,Online,0.0,144.96,0.0,0.11,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2078,2024-09-22,North,Sports,Marketplace,,570.08,,,,NON-RELIABLE,CRITICAL_ERROR,False
2082,2023-12-09,West,Electronics,Marketplace,-1.0,543.09,-543.09,0.21,-429.0411,NON-RELIABLE,CRITICAL_ERROR,False
2083,2023-03-13,West,Electronics,Store,7.0,,,0.25,,NON-RELIABLE,CRITICAL_ERROR,False
2085,2024-12-28,East,Electronics,Marketplace,0.0,425.45,0.0,0.16,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2089,2024-09-22,East,Sports,Store,0.0,50.54,0.0,0.24,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2091,2024-12-05,Central,Beauty,Store,0.0,133.68,0.0,0.03,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2093,2023-12-04,East,Electronics,Store,-1.0,17.43,-17.43,0.3,-12.201,NON-RELIABLE,CRITICAL_ERROR,False
2094,2024-03-14,South,Beauty,Store,0.0,404.96,0.0,0.31,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2095,2023-12-31,Central,Electronics,Online,-2.0,67.8,-135.6,0.16,-113.904,NON-RELIABLE,CRITICAL_ERROR,False
2096,2023-10-06,West,Sports,Store,3.0,-21.38,-64.14,0.34,-42.33239999999999,NON-RELIABLE,CRITICAL_ERROR,False
2099,2024-01-24,South,Beauty,Store,10.0,,,0.02,,NON-RELIABLE,CRITICAL_ERROR,False
2103,2024-12-05,North,Home,Store,-1.0,57.46,-57.46,0.14,-49.4156,NON-RELIABLE,CRITICAL_ERROR,False
2106,2023-07-21,West,Home,Marketplace,-1.0,607.11,-607.11,0.05,-576.7545,NON-RELIABLE,CRITICAL_ERROR,False
2110,2024-08-02,North,Electronics,Marketplace,-1.0,237.03,-237.03,0.07,-220.4379,NON-RELIABLE,CRITICAL_ERROR,False
2116,2024-08-14,South,Sports,Online,,323.51,,0.16,,NON-RELIABLE,CRITICAL_ERROR,False
2117,2024-10-09,East,Beauty,Store,0.0,185.16,0.0,0.2,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2118,2023-06-02,Central,Beauty,Marketplace,,188.16,,0.18,,NON-RELIABLE,CRITICAL_ERROR,False
2120,2023-03-16,East,Clothing,Online,,31.59,,0.11,,NON-RELIABLE,CRITICAL_ERROR,False
2121,2024-05-29,Central,Home,Store,,386.47,,0.23,,NON-RELIABLE,CRITICAL_ERROR,False
2125,2024-11-11,West,Clothing,Online,0.0,299.04,0.0,0.11,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2127,2023-02-21,South,Sports,Store,13.0,,,0.11,,NON-RELIABLE,CRITICAL_ERROR,False
2129,2024-05-18,East,Clothing,Marketplace,-1.0,564.34,-564.34,0.06,-530.4796,NON-RELIABLE,CRITICAL_ERROR,False
2131,2023-01-16,East,Sports,Marketplace,-2.0,422.95,-845.9,0.01,-837.4409999999999,NON-RELIABLE,CRITICAL_ERROR,False
2141,2023-04-09,Central,Beauty,Marketplace,-2.0,240.98,-481.96,0.1,-433.764,NON-RELIABLE,CRITICAL_ERROR,False
2149,2023-03-31,North,Electronics,Marketplace,,68.97,,0.24,,NON-RELIABLE,CRITICAL_ERROR,False
2155,2023-01-16,Central,Sports,Store,,29.4,,0.23,,NON-RELIABLE,CRITICAL_ERROR,False
2156,2024-01-29,West,Beauty,Marketplace,,516.83,,0.17,,NON-RELIABLE,CRITICAL_ERROR,False
2158,2024-09-26,Central,Home,Online,-1.0,608.12,-608.12,0.11,-541.2268,NON-RELIABLE,CRITICAL_ERROR,False
2168,2024-10-08,Central,Clothing,Online,-2.0,635.5,-1271.0,0.02,-1245.58,NON-RELIABLE,CRITICAL_ERROR,False
2184,2023-04-21,West,Electronics,Online,-2.0,696.48,-1392.96,0.33,-933.2832,NON-RELIABLE,CRITICAL_ERROR,False
2185,2024-03-17,East,Home,Store,-2.0,219.87,-439.74,0.16,-369.3816,NON-RELIABLE,CRITICAL_ERROR,False
2197,2024-05-30,,Electronics,Store,-1.0,332.24,-332.24,0.02,-325.5952,NON-RELIABLE,CRITICAL_ERROR,False
2198,2023-09-12,North,Sports,Marketplace,6.0,-15.07,-90.42,0.04,-86.8032,NON-RELIABLE,CRITICAL_ERROR,False
2206,2024-06-05,North,Clothing,Store,0.0,276.45,0.0,0.19,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2212,2023-11-06,North,Sports,Marketplace,-1.0,-16.6,16.6,0.15,14.11,NON-RELIABLE,CRITICAL_ERROR,False
2216,2024-11-07,South,Beauty,Online,,162.42,,0.09,,NON-RELIABLE,CRITICAL_ERROR,False
2218,2023-12-28,West,Home,Marketplace,0.0,70.3,0.0,,,NON-RELIABLE,CRITICAL_ERROR,False
2220,2023-02-12,North,Clothing,Store,-2.0,284.82,-569.64,0.24,-432.9264,NON-RELIABLE,CRITICAL_ERROR,False
2222,2024-09-16,South,Electronics,Store,0.0,578.36,0.0,0.06,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2223,2023-07-17,South,Clothing,Store,-2.0,399.98,-799.96,0.3,-559.972,NON-RELIABLE,CRITICAL_ERROR,False
2225,2023-01-30,Central,Clothing,Store,-1.0,383.65,-383.65,0.1,-345.285,NON-RELIABLE,CRITICAL_ERROR,False
2229,2023-12-31,West,Home,Marketplace,-1.0,98.54,-98.54,0.12,-86.71520000000001,NON-RELIABLE,CRITICAL_ERROR,False
2231,2023-05-19,West,Electronics,Online,0.0,554.96,0.0,0.24,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2236,2023-08-14,West,Electronics,Store,,653.21,,0.34,,NON-RELIABLE,CRITICAL_ERROR,False
2238,2024-06-01,East,Electronics,Store,-1.0,,,0.2,,NON-RELIABLE,CRITICAL_ERROR,False
2242,2024-12-13,South,Electronics,Store,,591.93,,,,NON-RELIABLE,CRITICAL_ERROR,False
2245,2024-06-06,South,Sports,Online,-1.0,156.22,-156.22,0.02,-153.0956,NON-RELIABLE,CRITICAL_ERROR,False
2248,2024-04-02,West,Sports,Online,-2.0,215.19,-430.38,0.32,-292.6584,NON-RELIABLE,CRITICAL_ERROR,False
2250,2024-09-08,Central,Clothing,Online,-1.0,64.88,-64.88,0.08,-59.6896,NON-RELIABLE,CRITICAL_ERROR,False
2255,2023-08-27,South,Beauty,Store,-2.0,454.04,-908.08,0.14,-780.9488,NON-RELIABLE,CRITICAL_ERROR,False
2260,2024-11-01,South,Sports,Online,-1.0,565.73,-565.73,0.28,-407.3256,NON-RELIABLE,CRITICAL_ERROR,False
2261,2023-09-18,Central,Beauty,Online,-2.0,147.6,-295.2,0.15,-250.92,NON-RELIABLE,CRITICAL_ERROR,False
2271,2023-04-26,West,Beauty,Store,,351.64,,0.27,,NON-RELIABLE,CRITICAL_ERROR,False
2274,2024-08-22,South,Home,Online,0.0,243.8,0.0,0.03,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2278,2023-10-19,South,Home,Store,-1.0,-3.88,3.88,0.17,3.2204,NON-RELIABLE,CRITICAL_ERROR,False
2280,2024-04-19,East,Clothing,Online,14.0,,,0.03,,NON-RELIABLE,CRITICAL_ERROR,False
2286,2023-10-06,,Sports,Marketplace,13.0,,,0.04,,NON-RELIABLE,CRITICAL_ERROR,False
2292,2024-10-23,North,Home,Store,0.0,652.77,0.0,,,NON-RELIABLE,CRITICAL_ERROR,False
2294,2024-01-10,North,Home,Marketplace,0.0,665.02,0.0,0.24,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2301,2024-12-07,Central,Electronics,Marketplace,,332.37,,0.21,,NON-RELIABLE,CRITICAL_ERROR,False
2305,2023-07-16,South,Home,Store,-2.0,380.41,-760.82,0.12,-669.5216,NON-RELIABLE,CRITICAL_ERROR,False
2308,2023-05-11,South,Beauty,Marketplace,,375.37,,0.03,,NON-RELIABLE,CRITICAL_ERROR,False
2309,2024-06-05,West,Clothing,Store,0.0,344.82,0.0,0.22,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2317,2023-11-24,East,Electronics,Store,,517.77,,0.27,,NON-RELIABLE,CRITICAL_ERROR,False
2325,2023-03-11,South,Home,Marketplace,,364.21,,0.28,,NON-RELIABLE,CRITICAL_ERROR,False
2327,2023-10-22,East,Clothing,Marketplace,,379.1,,0.22,,NON-RELIABLE,CRITICAL_ERROR,False
2329,2023-01-08,South,Beauty,Store,1.0,-4.9,-4.9,0.16,-4.1160000000000005,NON-RELIABLE,CRITICAL_ERROR,False
2330,2024-03-02,North,Sports,Marketplace,10.0,,,0.25,,NON-RELIABLE,CRITICAL_ERROR,False
2337,2024-02-27,Central,Home,Online,12.0,,,0.19,,NON-RELIABLE,CRITICAL_ERROR,False
2339,2023-09-13,Central,Sports,Marketplace,-2.0,118.24,-236.48,0.27,-172.63039999999998,NON-RELIABLE,CRITICAL_ERROR,False
2341,2023-10-25,Central,Electronics,Store,,219.12,,0.35,,NON-RELIABLE,CRITICAL_ERROR,False
2344,2023-09-10,Central,Electronics,Online,-1.0,67.73,-67.73,0.09,-61.6343,NON-RELIABLE,CRITICAL_ERROR,False
2346,2024-06-16,South,Electronics,Marketplace,9.0,-18.66,-167.94,0.11,-149.4666,NON-RELIABLE,CRITICAL_ERROR,False
2349,2023-02-08,North,Beauty,Store,,212.85,,0.17,,NON-RELIABLE,CRITICAL_ERROR,False
2355,2024-04-12,West,Electronics,Marketplace,0.0,260.48,0.0,0.12,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2357,2024-05-26,North,Home,Online,10.0,,,0.03,,NON-RELIABLE,CRITICAL_ERROR,False
2359,2023-08-25,North,Home,Online,4.0,,,,,NON-RELIABLE,CRITICAL_ERROR,False
2362,2024-04-02,South,Electronics,Marketplace,0.0,100.23,0.0,0.31,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2363,2024-01-28,West,Home,Marketplace,14.0,,,0.16,,NON-RELIABLE,CRITICAL_ERROR,False
2366,2024-04-04,North,Sports,Online,,631.73,,0.29,,NON-RELIABLE,CRITICAL_ERROR,False
2371,2024-07-17,Central,Beauty,Marketplace,-1.0,125.5,-125.5,0.3,-87.85,NON-RELIABLE,CRITICAL_ERROR,False
2376,2024-04-22,West,Clothing,Store,0.0,183.45,0.0,0.11,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2380,2024-12-20,North,Home,Marketplace,0.0,651.53,0.0,,,NON-RELIABLE,CRITICAL_ERROR,False
2383,2023-04-22,Central,Home,Online,-2.0,618.02,-1236.04,0.32,-840.5071999999999,NON-RELIABLE,CRITICAL_ERROR,False
2388,2024-09-10,South,Sports,Marketplace,-1.0,-26.31,26.31,0.33,17.627699999999997,NON-RELIABLE,CRITICAL_ERROR,False
2391,2024-06-23,East,Home,Marketplace,-1.0,64.47,-64.47,0.23,-49.6419,NON-RELIABLE,CRITICAL_ERROR,False
2394,2023-02-12,South,Home,Marketplace,,50.7,,0.28,,NON-RELIABLE,CRITICAL_ERROR,False
2396,2024-01-12,West,Clothing,Store,,513.87,,0.35,,NON-RELIABLE,CRITICAL_ERROR,False
2403,2023-07-20,South,Sports,Marketplace,0.0,471.33,0.0,0.07,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2412,2024-03-23,North,Home,Marketplace,10.0,-28.7,-287.0,0.24,-218.12,NON-RELIABLE,CRITICAL_ERROR,False
2417,2024-02-16,Central,Clothing,Store,-2.0,572.75,-1145.5,0.26,-847.67,NON-RELIABLE,CRITICAL_ERROR,False
2419,2024-07-16,Central,Beauty,Store,0.0,86.96,0.0,0.09,0.0,NON-RELIABLE,CRITICAL_ERROR,False
2420,2024-12-30,North,Beauty,Online,-1.0,112.54,-112.54,0.1,-101.286,NON-RELIABLE,CRITICAL_ERROR,False
2423,2023-01-06,North,Clothing,Store,-1.0,117.46,-117.46,0.04,-112.7616,NON-RELIABLE,CRITICAL_ERROR,False
2425,2024-12-01,Central,Beauty,Store,-1.0,197.75,-197.75,0.23,-152.2675,NON-RELIABLE,CRITICAL_ERROR,False
2426,2024-08-30,East,Sports,Store,0.0,-16.06,-0.0,0.16,-0.0,NON-RELIABLE,CRITICAL_ERROR,False
2430,2023-08-11,East,Home,Marketplace,10.0,,,0.15,,NON-RELIABLE,CRITICAL_ERROR,False
2431,2024-06-28,East,Clothing,Marketplace,-2.0,,,0.29,,NON-RELIABLE,CRITICAL_ERROR,False
2433,2023-08-10,South,Electronics,Store,-2.0,-26.54,53.08,,,NON-RELIABLE,CRITICAL_ERROR,False
